rank,recording_id,domain,start_frame_index,end_frame_index,start_timestamp_ns,end_timestamp_ns,duration_s,frame_count,expected_frame_count,missing_frame_estimate,largest_gap_ms,gaps_over_1p5_periods,mean_blur_variance,low_sharpness_fraction,mean_luminance,dark_fraction,clipped_fraction,mean_frame_difference,visual_diversity,static_structure_fraction,semantic_diversity,traffic_class_fraction,lane_marking_fraction,cockpit_proxy_fraction,mirror_proxy_fraction,instrument_proxy_fraction,hand_tracked_fraction,hand_proxy_frames,median_speed_mps,moving_fraction,gps_coverage,passes_quality_gate,rejection_reasons,score,score_components,rationale
57,motorcycle_5ab8604a14df,motorcycle,10200,10649,2854841354697,2884772456062,29.931101365,450,450,0,66.750178,0,570.4230346679688,0.0,0.30894267559051514,0.06074004992842674,0.00016449384565930814,0.030656123533844948,0.2547554347826087,0.05712890625,0.4272019690932354,0.008043982088565826,0.022756393998861313,0.011174406856298447,0.0,0.0,0.4177777777777778,188,22.972000122070312,1.0,1.0,True,[],0.459319699007525,"{'motion': 0.12471163081833468, 'visual_diversity': 0.12142166344294006, 'semantic_diversity': 0.09417221935000628, 'traffic': 0.012236793547202982, 'cockpit': 0.01786473943253924, 'sharpness': 0.01802376352761288, 'hands': 0.02088888888888889, 'continuity': 0.05}","['strongest contributions: motion 0.125, visual_diversity 0.121, semantic_diversity 0.094', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 0.80% of the sampled pixels', 'cockpit proxy covers 1.12% of the sampled pixels', ""hand tracking reports a hand in 41.8% of the window's frames (proxy signal, not visibility ground truth)""]"
58,motorcycle_5ab8604a14df,motorcycle,6150,6599,2584862591207,2614793624155,29.931032948,450,450,0,66.692874,0,546.8988037109375,0.0,0.3145444691181183,0.05632529407739639,0.0001873956061899662,0.02016439288854599,0.2112205615942029,0.24853515625,0.4780596734891329,0.06027538329362869,0.02062717266380787,0.015084953047335148,0.0,0.0,0.37333333333333335,168,10.387999534606934,1.0,1.0,True,[],0.45914771760083584,"{'motion': 0.050982095337426175, 'visual_diversity': 0.08423597678916829, 'semantic_diversity': 0.11905879236732612, 'traffic': 0.094952653139023, 'cockpit': 0.024859493392473463, 'sharpness': 0.016392039908752078, 'hands': 0.018666666666666668, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.119, traffic 0.095, visual_diversity 0.084', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 6.03% of the sampled pixels', 'cockpit proxy covers 1.51% of the sampled pixels', ""hand tracking reports a hand in 37.3% of the window's frames (proxy signal, not visibility ground truth)""]"
59,motorcycle_5ab8604a14df,motorcycle,9150,9599,2784846267883,2814777806154,29.931538271,450,450,0,66.762625,0,615.9260864257812,0.0,0.30794939398765564,0.06447054445743561,0.0011685856152325869,0.028674328699707985,0.27004076086956524,0.055501302083333336,0.42271770649486606,0.012126103043556213,0.025855395942926407,0.012094229459762573,0.0,0.0,0.24666666666666667,111,17.194000244140625,1.0,1.0,True,[],0.45896521321361067,"{'motion': 0.11078477570936816, 'visual_diversity': 0.13447775628626696, 'semantic_diversity': 0.091977902286176, 'traffic': 0.0187014132196517, 'cockpit': 0.019510016711903652, 'sharpness': 0.02118001566691079, 'hands': 0.012333333333333335, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.134, motion 0.111, semantic_diversity 0.092', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.21% of the sampled pixels', 'cockpit proxy covers 1.21% of the sampled pixels', ""hand tracking reports a hand in 24.7% of the window's frames (proxy signal, not visibility ground truth)""]"
60,motorcycle_5ab8604a14df,motorcycle,6300,6749,2594861785102,2624792722291,29.930937189,450,450,0,66.692874,0,532.2200927734375,0.0,0.3136001229286194,0.05426951125264168,0.00021219866175670177,0.02062002569437027,0.23346920289855072,0.20369466145833334,0.48422757001548433,0.0467800535261631,0.0223966296762228,0.021604107692837715,0.0,0.0,0.04,18,9.611000061035156,1.0,1.0,True,[],0.4569758152362599,"{'motion': 0.054184007039032756, 'visual_diversity': 0.10323984526112184, 'semantic_diversity': 0.12207697435350912, 'traffic': 0.07358087722574747, 'cockpit': 0.0365202386041197, 'sharpness': 0.015373872752729063, 'hands': 0.002, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.122, visual_diversity 0.103, traffic 0.074', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 4.68% of the sampled pixels', 'cockpit proxy covers 2.16% of the sampled pixels', ""hand tracking reports a hand in 4.0% of the window's frames (proxy signal, not visibility ground truth)""]"
61,motorcycle_5ab8604a14df,motorcycle,6075,6524,2579862965780,2609793935550,29.93096977,450,450,0,66.692824,0,556.8135375976562,0.0,0.31615936756134033,0.05564306303858757,0.00017331000708509237,0.019627727568149567,0.20210597826086957,0.253173828125,0.4740727431981409,0.0632428228855133,0.01750488206744194,0.013454409316182137,0.0,0.0,0.54,243,10.235499858856201,1.0,1.0,True,[],0.4564439851994102,"{'motion': 0.04721073614805635, 'visual_diversity': 0.07645067698259189, 'semantic_diversity': 0.11710783856435147, 'traffic': 0.0996520161843656, 'cockpit': 0.021942956503976856, 'sharpness': 0.017079760816067987, 'hands': 0.027000000000000003, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.117, traffic 0.100, visual_diversity 0.076', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 6.32% of the sampled pixels', 'cockpit proxy covers 1.35% of the sampled pixels', ""hand tracking reports a hand in 54.0% of the window's frames (proxy signal, not visibility ground truth)""]"
62,motorcycle_5ab8604a14df,motorcycle,11400,11849,2934835095905,2964766146655,29.93105075,450,450,0,66.693376,0,591.2977905273438,0.0,0.3066238760948181,0.05624252185225487,0.00045374801266007125,0.023111648857593536,0.19989809782608695,0.18416341145833334,0.5001974610607769,0.037846773862838745,0.05730794370174408,0.0044838241301476955,0.0,0.0,0.8977777777777778,404,15.387999534606934,1.0,1.0,True,[],0.4558417810023994,"{'motion': 0.0716936271988142, 'visual_diversity': 0.07456479690522243, 'semantic_diversity': 0.1298916381158274, 'traffic': 0.05943375711642952, 'cockpit': 0.005897362567057481, 'sharpness': 0.019471710210159546, 'hands': 0.044888888888888895, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.130, visual_diversity 0.075, motion 0.072', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.78% of the sampled pixels', 'cockpit proxy covers 0.45% of the sampled pixels', ""hand tracking reports a hand in 89.8% of the window's frames (proxy signal, not visibility ground truth)""]"
63,motorcycle_5ab8604a14df,motorcycle,6225,6674,2589862184904,2619793198728,29.931013824,450,450,0,66.692874,0,541.0121459960938,0.0,0.31221309304237366,0.055595919489860535,0.00022051905398257077,0.02000202238559723,0.2249207427536232,0.22078450520833334,0.4781452444095924,0.0544365830719471,0.021884270012378693,0.017214175313711166,0.0,0.0,0.20666666666666667,93,9.137999534606934,1.0,1.0,True,[],0.4555709706788665,"{'motion': 0.04984105367681342, 'visual_diversity': 0.09593810444874276, 'semantic_diversity': 0.11910066541262908, 'traffic': 0.08570608176282778, 'cockpit': 0.02866801147453848, 'sharpness': 0.015983720569981572, 'hands': 0.010333333333333333, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.119, visual_diversity 0.096, traffic 0.086', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 5.44% of the sampled pixels', 'cockpit proxy covers 1.72% of the sampled pixels', ""hand tracking reports a hand in 20.7% of the window's frames (proxy signal, not visibility ground truth)""]"
64,motorcycle_5ab8604a14df,motorcycle,3075,3524,2379878594249,2409809563936,29.930969687,450,450,0,66.794291,0,372.76385498046875,0.0,0.30761340260505676,0.0628930851817131,0.0001169611350633204,0.025698576122522354,0.2111639492753623,0.06941731770833333,0.4729237114054633,0.018045607954263687,0.02965766377747059,0.04633427411317825,0.0,0.0,0.02666666666666667,12,29.999500274658203,1.0,1.0,True,[],0.4550835675432055,"{'motion': 0.08987298692642604, 'visual_diversity': 0.08418762088974854, 'semantic_diversity': 0.11654557442075004, 'traffic': 0.028075791960226387, 'cockpit': 0.08075483424577128, 'sharpness': 0.004313425766949812, 'hands': 0.0013333333333333335, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.117, motion 0.090, visual_diversity 0.084', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.80% of the sampled pixels', 'cockpit proxy covers 4.63% of the sampled pixels', ""hand tracking reports a hand in 2.7% of the window's frames (proxy signal, not visibility ground truth)""]"
65,motorcycle_5ab8604a14df,motorcycle,9750,10199,2824843689217,2854774693238,29.931004021,450,450,0,66.774938,0,568.0172119140625,0.0,0.31176742911338806,0.060917358845472336,0.000231721336604096,0.029333746060729027,0.23318614130434784,0.060221354166666664,0.4358430415798623,0.011418548412621021,0.04420437663793564,0.018439853563904762,0.0,0.0,0.42444444444444446,191,23.444000244140625,1.0,1.0,True,[],0.45433782513533777,"{'motion': 0.11541876197529584, 'visual_diversity': 0.10299806576402322, 'semantic_diversity': 0.09840061864448449, 'traffic': 0.017580899732444994, 'cockpit': 0.03086036961975044, 'sharpness': 0.017856887177116573, 'hands': 0.021222222222222226, 'continuity': 0.05}","['strongest contributions: motion 0.115, visual_diversity 0.103, semantic_diversity 0.098', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.14% of the sampled pixels', 'cockpit proxy covers 1.84% of the sampled pixels', ""hand tracking reports a hand in 42.4% of the window's frames (proxy signal, not visibility ground truth)""]"
66,motorcycle_5ab8604a14df,motorcycle,10125,10574,2849841752987,2879772796717,29.93104373,450,450,0,66.750178,0,593.912353515625,0.0,0.30769413709640503,0.062382686883211136,0.0001721479493426159,0.031628724187612534,0.24784873188405798,0.057373046875,0.40669086885847117,0.007544397842139006,0.023093439638614655,0.012424270622432232,0.0,0.0,0.4288888888888889,193,23.63800048828125,1.0,1.0,True,[],0.45384759463247354,"{'motion': 0.1315464797898762, 'visual_diversity': 0.1155222437137331, 'semantic_diversity': 0.08413537243130811, 'traffic': 0.011445630771012313, 'cockpit': 0.020100357962651767, 'sharpness': 0.019653065519447677, 'hands': 0.021444444444444447, 'continuity': 0.05}","['strongest contributions: motion 0.132, visual_diversity 0.116, semantic_diversity 0.084', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 0.75% of the sampled pixels', 'cockpit proxy covers 1.24% of the sampled pixels', ""hand tracking reports a hand in 42.9% of the window's frames (proxy signal, not visibility ground truth)""]"
67,motorcycle_5ab8604a14df,motorcycle,10425,10874,2869840090197,2899771231405,29.931141208,450,450,0,66.750178,0,526.1045532226562,0.0,0.3125443756580353,0.0589885376393795,2.036398473137524e-05,0.024658339098095894,0.2597373188405797,0.059814453125,0.4625231642661991,0.005466490052640438,0.03636904060840607,0.019184252247214317,0.0,0.0,0.5711111111111111,257,19.40250015258789,1.0,1.0,True,[],0.4535480803771657,"{'motion': 0.08256283046188025, 'visual_diversity': 0.1256769825918762, 'semantic_diversity': 0.11145619850660136, 'traffic': 0.008154967970561682, 'cockpit': 0.03219186792803892, 'sharpness': 0.01494967736265173, 'hands': 0.028555555555555556, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.126, semantic_diversity 0.111, motion 0.083', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 0.55% of the sampled pixels', 'cockpit proxy covers 1.92% of the sampled pixels', ""hand tracking reports a hand in 57.1% of the window's frames (proxy signal, not visibility ground truth)""]"
68,motorcycle_5ab8604a14df,motorcycle,12450,12899,3004829458072,3034760451874,29.930993802,450,450,0,66.775208,0,632.0296020507812,0.0,0.30433782935142517,0.06596872955560684,0.0006331789772957563,0.029639950022101402,0.24881114130434784,0.053304036458333336,0.47230525387942035,0.01135525293648243,0.07181712239980698,0.006004955153912306,0.0,0.0,0.07333333333333333,33,10.416000366210938,1.0,1.0,True,[],0.45222034760361046,"{'motion': 0.11757057816250563, 'visual_diversity': 0.1163442940038685, 'semantic_diversity': 0.11624294006942018, 'traffic': 0.017480662335088524, 'cockpit': 0.008618194065338699, 'sharpness': 0.022297012300722216, 'hands': 0.003666666666666667, 'continuity': 0.05}","['strongest contributions: motion 0.118, visual_diversity 0.116, semantic_diversity 0.116', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.14% of the sampled pixels', 'cockpit proxy covers 0.60% of the sampled pixels', ""hand tracking reports a hand in 7.3% of the window's frames (proxy signal, not visibility ground truth)""]"
69,motorcycle_5ab8604a14df,motorcycle,7725,8174,2689853895863,2719785058801,29.931162938,450,450,0,66.76249,0,553.3458251953125,0.0,0.2843315005302429,0.07968765497207642,0.001350158592686057,0.02501779980957508,0.20527626811594202,0.06380208333333333,0.42537969565402345,0.0754564106464386,0.01588541641831398,0.005965395364910364,0.0,0.0,0.0022222222222222222,1,8.387999534606934,1.0,1.0,True,[],0.4520197673586079,"{'motion': 0.08508890286852104, 'visual_diversity': 0.07915860735009671, 'semantic_diversity': 0.09328051294010924, 'traffic': 0.11899397115851518, 'cockpit': 0.008547433875519246, 'sharpness': 0.016839228054735377, 'hands': 0.00011111111111111112, 'continuity': 0.05}","['strongest contributions: traffic 0.119, semantic_diversity 0.093, motion 0.085', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 7.55% of the sampled pixels', 'cockpit proxy covers 0.60% of the sampled pixels', ""hand tracking reports a hand in 0.2% of the window's frames (proxy signal, not visibility ground truth)""]"
70,motorcycle_5ab8604a14df,motorcycle,12150,12599,2984831156020,3014761858686,29.930702666,450,450,0,66.705636,0,723.3695068359375,0.0,0.3196384012699127,0.05185354873538017,0.0005136829568073153,0.023999523371458054,0.21371150362318841,0.16487630208333334,0.48999664839313395,0.025287995114922523,0.04926599562168121,0.010127765126526356,0.0,0.0,0.5577777777777778,251,11.083000183105469,1.0,1.0,True,[],0.4512560324689075,"{'motion': 0.07793307211840905, 'visual_diversity': 0.08636363636363636, 'semantic_diversity': 0.12489999973370303, 'traffic': 0.03954514307218906, 'cockpit': 0.015992622079537232, 'sharpness': 0.028632670212543922, 'hands': 0.027888888888888894, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.125, visual_diversity 0.086, motion 0.078', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.53% of the sampled pixels', 'cockpit proxy covers 1.01% of the sampled pixels', ""hand tracking reports a hand in 55.8% of the window's frames (proxy signal, not visibility ground truth)""]"
71,motorcycle_5ab8604a14df,motorcycle,10275,10724,2859840273301,2889772014062,29.931740761,450,450,0,66.750178,0,545.4251098632812,0.0,0.30958810448646545,0.06003468483686447,0.00010214944632025436,0.028474995866417885,0.2592844202898551,0.057047526041666664,0.4361574538758819,0.006665942724794149,0.024436891078948975,0.013986093923449516,0.0,0.0,0.3511111111111111,158,21.55500030517578,1.0,1.0,True,[],0.45002241508279983,"{'motion': 0.10938398515331652, 'visual_diversity': 0.12529013539651843, 'semantic_diversity': 0.09855447231632002, 'traffic': 0.01005447203378568, 'cockpit': 0.022893975320899117, 'sharpness': 0.01628981930640453, 'hands': 0.017555555555555557, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.125, motion 0.109, semantic_diversity 0.099', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 0.67% of the sampled pixels', 'cockpit proxy covers 1.40% of the sampled pixels', ""hand tracking reports a hand in 35.1% of the window's frames (proxy signal, not visibility ground truth)""]"
72,motorcycle_5ab8604a14df,motorcycle,12375,12824,2999829951936,3029760831664,29.930879728,450,450,0,66.775208,0,641.8143920898438,0.0,0.30920764803886414,0.05915432423353195,0.0005952336941845715,0.028135063126683235,0.2614356884057971,0.053141276041666664,0.4635242546325432,0.01074761338531971,0.05909649655222893,0.0055661797523498535,0.0,0.0,0.11777777777777777,53,10.416000366210938,1.0,1.0,True,[],0.44928522080882644,"{'motion': 0.10699514351767861, 'visual_diversity': 0.12712765957446812, 'semantic_diversity': 0.11194606938840561, 'traffic': 0.016518378600844378, 'cockpit': 0.007833360994031325, 'sharpness': 0.02297571984450953, 'hands': 0.005888888888888889, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.127, semantic_diversity 0.112, motion 0.107', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.07% of the sampled pixels', 'cockpit proxy covers 0.56% of the sampled pixels', ""hand tracking reports a hand in 11.8% of the window's frames (proxy signal, not visibility ground truth)""]"
73,motorcycle_5ab8604a14df,motorcycle,10500,10949,2874839350686,2904770764228,29.931413542,450,450,0,66.750178,0,510.8420715332031,0.0,0.31374239921569824,0.059167083352804184,4.568974327412434e-05,0.023327484726905823,0.2427536231884058,0.059000651041666664,0.49148779561077627,0.006674306932836771,0.045565683394670486,0.017682110890746117,0.0,0.0,0.7022222222222222,316,19.374500274658203,1.0,1.0,True,[],0.4485851275188042,"{'motion': 0.07321039110769736, 'visual_diversity': 0.11117021276595743, 'semantic_diversity': 0.12562967372414807, 'traffic': 0.010067717947969256, 'cockpit': 0.02950500305335208, 'sharpness': 0.013891017808568946, 'hands': 0.035111111111111114, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.126, visual_diversity 0.111, motion 0.073', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 0.67% of the sampled pixels', 'cockpit proxy covers 1.77% of the sampled pixels', ""hand tracking reports a hand in 70.2% of the window's frames (proxy signal, not visibility ground truth)""]"
